orderNumber, itemNumber, product, sourceLocation, destinationLocation, mot, quantity, uom, category, categoryDescription, startDate, endDate, destDaySupp, destStockOH, abcClass, week, approveLoad, reasonCode
2721734938,10,3800013791,8857,3405,ZTL,120,CS,EF,Deployment: Purchase requisition,20251215,20251217,53,798,CS   ,C       ,,
2721734939,10,3800013791,8857,3405,ZTL,120,CS,EF,Deployment: Purchase requisition,20251208,20251210,52,9775,ZNL  ,C       ,,
2721734940,10,3800013791,8857,3427,ZIM,120,CS,EF,Deployment: Purchase requisition,20251221,20251230,0,0,,,,
2721734941,10,3800013791,8857,3427,ZIM,480,CS,EF,Deployment: Purchase requisition,20251214,20251223,0,0,,,,
2721734942,10,3800013791,8857,3427,ZIM,420,CS,EF,Deployment: Purchase requisition,20251207,20251216,0,0,,,,
2721734943,10,3800013791,8857,3427,ZIM,1260,CS,EF,Deployment: Purchase requisition,20251130,20251209,0,0,,,,
2721734944,10,3800013791,8857,3427,ZIM,2160,CS,EF,Deployment: Purchase requisition,20251023,20251101,0,0,,,,
2721734945,10,3800013791,8857,3427,ZTL,960,CS,EF,Deployment: Purchase requisition,20251023,20251028,0,0,,,,
2721734946,10,3800013791,8857,3488,ZIM,2400,CS,EF,Deployment: Purchase requisition,20251024,20251029,10,736,CS   ,C       ,,
2721734947,10,3800013791,8857,3488,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251201,20251206,42,51.033,UL   ,C       ,,
2721734948,10,3800013791,8857,3488,ZIM,480,CS,EF,Deployment: Purchase requisition,20251208,20251213,42,3033,CS   ,C       ,,
2721734949,10,3800013791,8857,3488,ZIM,480,CS,EF,Deployment: Purchase requisition,20251215,20251220,42,3004,CS   ,C       ,,
2721734950,10,3800013791,8857,3488,ZIM,600,CS,EF,Deployment: Purchase requisition,20251222,20251227,42,38687.5,ZNL  ,C       ,,
2721734951,10,3800013791,8857,3488,ZIM,120,CS,EF,Deployment: Purchase requisition,20251229,20260103,35,43.1,UL   ,C       ,,
2721734952,10,3800013791,8857,3488,ZIM,600,CS,EF,Deployment: Purchase requisition,20260112,20260117,35,15739.92,ZNK  ,C       ,,
2721734953,10,3800012465,8759,3491,ZTL,576,CS,EF,Deployment: Purchase requisition,20251031,20251103,24,8004.375,ZNL  ,D       ,,
2721734954,10,3800052450,8759,3491,ZTL,2304,CS,EF,Deployment: Purchase requisition,20251107,20251110,11,12.865,UL   ,D       ,,
2721734955,10,3800052450,8759,3491,ZTL,1152,CS,EF,Deployment: Purchase requisition,20251020,20251023,24,27.198,UL   ,D       ,,
2721734956,10,3800000196,8759,3491,ZTL,1701,CS,EF,Deployment: Purchase requisition,20251031,20251103,25,15687,ZNL  ,C       ,,
2721734957,10,3800000196,8759,3491,ZTL,3402,CS,EF,Deployment: Purchase requisition,20251024,20251027,12,8145,ZNL  ,C       ,,
2721734958,10,3800000196,8759,8832,ZTL,700,CS,EF,Deployment: Purchase requisition,20251024,20251027,3,1.444,UL   ,C       ,,
2721734959,10,3800000196,8759,8832,ZTL,100,CS,EF,Deployment: Purchase requisition,20251031,20251103,32,3456,ZNL  ,C       ,,
2721734960,10,3800000196,8759,8832,ZTL,700,CS,EF,Deployment: Purchase requisition,20251201,20251202,28,180,ZNL  ,C       ,,
2721734961,10,3800000196,8759,8832,ZTL,800,CS,EF,Deployment: Purchase requisition,20251215,20251216,14,81.64,ZNK  ,C       ,,
2721734962,10,3800001791,8857,3405,ZTL,239.178,CS,EF,Deployment: Purchase requisition,20260119,20260121,128,57443,ZNL  ,A       ,,
2721734963,10,3800001791,8857,3427,ZIM,4800,CS,EF,Deployment: Purchase requisition,20251030,20251108,0,0,,,,
2721734964,10,3800001791,8857,3427,ZTL,160.822,CS,EF,Deployment: Purchase requisition,20260118,20260123,0,0,,,,
2721734965,10,3800001791,8857,3427,ZTL,2400,CS,EF,Deployment: Purchase requisition,20251030,20251104,0,0,,,,
2721734966,10,3800001791,8857,3488,ZIM,4800,CS,EF,Deployment: Purchase requisition,20251031,20251105,38,6560,CS   ,A       ,,
2721734967,10,88462310229,8793,3405,ZTL,2000,CS,EF,Deployment: Purchase requisition,20251113,20251115,36,17070,ZNL  ,B       ,,
2721734968,10,88462310229,8793,3427,ZIM,2250,CS,EF,Deployment: Purchase requisition,20251113,20251122,0,0,,,,
2721734969,10,88462310229,8793,3427,ZTL,500,CS,EF,Deployment: Purchase requisition,20251113,20251119,0,0,,,,
2721734970,10,88462310229,8793,3488,ZTL,1000,CS,EF,Deployment: Purchase requisition,20251114,20251117,44,32.008,UL   ,B       ,,
2721734971,10,88462310229,8793,3491,ZTL,250,CS,EF,Deployment: Purchase requisition,20251114,20251117,34,958,CS   ,B       ,,
2721734972,10,88462310230,8793,3405,ZTL,4250,CS,EF,Deployment: Purchase requisition,20251227,20251229,88,28.896,UL   ,D       ,,
2721734973,10,88462310230,8793,3427,ZIM,250,CS,EF,Deployment: Purchase requisition,20251227,20260105,0,0,,,,
2721734974,10,3800049834,8857,3427,ZIM,60,CS,EF,Deployment: Purchase requisition,20251221,20251230,0,0,,,,
2721734975,10,3800049834,8857,3427,ZIM,300,CS,EF,Deployment: Purchase requisition,20251214,20251223,0,0,,,,
2721734976,10,3800049834,8857,3427,ZIM,360,CS,EF,Deployment: Purchase requisition,20251207,20251216,0,0,,,,
2721734977,10,3800049834,8857,3427,ZIM,1020,CS,EF,Deployment: Purchase requisition,20251130,20251209,0,0,,,,
2721734978,10,3800049834,8857,3427,ZTL,22.712,CS,EF,Deployment: Purchase requisition,20260118,20260123,0,0,,,,
2721734979,10,3800049834,8857,3427,ZTL,240,CS,EF,Deployment: Purchase requisition,20251130,20251205,0,0,,,,
2721734980,10,3800049834,8857,3488,ZIM,16.378,CS,EF,Deployment: Purchase requisition,20260119,20260124,57,168,CS   ,C       ,,
2721734981,10,3800049834,8857,3488,ZIM,120,CS,EF,Deployment: Purchase requisition,20251208,20251213,57,1462.5,ZNL  ,C       ,,
2721734982,10,3800012609,8759,3491,ZTL,336,CS,EF,Deployment: Purchase requisition,20251114,20251117,21,2839,ZNK  ,C       ,,
2721734983,10,3800006357,8759,3491,ZTL,432,CS,EF,Deployment: Purchase requisition,20251114,20251117,33,4221,ZNL  ,C       ,,
2721734984,10,3800025435,8857,3405,ZTL,660,CS,EF,Deployment: Purchase requisition,20251208,20251210,61,62412.5,ZNL  ,C       ,,
2721734985,10,3800025435,8857,3405,ZTL,720,CS,EF,Deployment: Purchase requisition,20251215,20251217,54,76.183,UL   ,C       ,,
2721734986,10,3800025435,8857,3405,ZTL,420,CS,EF,Deployment: Purchase requisition,20251222,20251224,50,74.15,UL   ,C       ,,
2721734987,10,3800025435,8857,3405,ZTL,360,CS,EF,Deployment: Purchase requisition,20251201,20251203,68,67687.5,ZNL  ,C       ,,
2721734988,10,3800025435,8857,3405,ZTL,40,CS,EF,Deployment: Purchase requisition,20260119,20260121,107,170.4,UL   ,C       ,,
2721734989,10,3800025435,8857,3405,ZTL,9060,CS,EF,Deployment: Purchase requisition,20260112,20260114,114,10864,CS   ,C       ,,
2721734990,10,3800025435,8857,3427,ZIM,60,CS,EF,Deployment: Purchase requisition,20251221,20251230,0,0,,,,
2721734991,10,3800025435,8857,3427,ZIM,60,CS,EF,Deployment: Purchase requisition,20251207,20251216,0,0,,,,
2721734992,10,3800025435,8857,3488,ZIM,600,CS,EF,Deployment: Purchase requisition,20260112,20260117,36,43.233,UL   ,C       ,,
2721734993,10,3800025435,8857,3488,ZIM,600,CS,EF,Deployment: Purchase requisition,20251222,20251227,42,37475,ZNL  ,C       ,,
2721734994,10,3800025435,8857,3488,ZIM,240,CS,EF,Deployment: Purchase requisition,20251208,20251213,48,42525,ZNL  ,C       ,,
2721734995,10,3800025435,8857,3488,ZIM,480,CS,EF,Deployment: Purchase requisition,20251215,20251220,41,36250,ZNL  ,C       ,,
2721734996,10,3800004996,8759,3491,ZTL,1728,CS,EF,Deployment: Purchase requisition,20251107,20251110,43,388.852,UL   ,C       ,,
2721734997,10,3800004996,8759,3491,ZTL,5130,CS,EF,Deployment: Purchase requisition,20251031,20251103,9,14094,ZNL  ,C       ,,
2721734998,10,3800004996,8759,3491,ZTL,1026,CS,EF,Deployment: Purchase requisition,20251024,20251027,12,95,UL   ,C       ,,
2721734999,10,3800004996,8759,8832,ZTL,681.546,CS,EF,Deployment: Purchase requisition,20260119,20260120,28,4099.332,ZNK  ,C       ,,
2721735000,10,3800004996,8759,8832,ZTL,1500,CS,EF,Deployment: Purchase requisition,20251024,20251027,5,2169.434,ZNK  ,C       ,,
2721735001,10,3800004996,8759,8832,ZTL,1600,CS,EF,Deployment: Purchase requisition,20251201,20251202,8,61,CS   ,C       ,,
2721735002,10,3800004996,8759,8832,ZTL,700,CS,EF,Deployment: Purchase requisition,20251208,20251209,1,166.042,ZNK  ,C       ,,
2721735003,10,3800004996,8759,8832,ZTL,1600,CS,EF,Deployment: Purchase requisition,20260105,20260106,8,70,CS   ,C       ,,
2721735004,10,3800018338,8857,3405,ZTL,4320,CS,EF,Deployment: Purchase requisition,20251121,20251123,53,634.917,UL   ,A       ,,
2721735005,10,3800018338,8857,3405,ZTL,564.186,CS,EF,Deployment: Purchase requisition,20260119,20260121,28,98928.284,ZNL  ,A       ,,
2721735006,10,3800018338,8857,3427,ZIM,2880,CS,EF,Deployment: Purchase requisition,20251120,20251129,0,0,,,,
2721735007,10,3800018338,8857,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251228,20260106,0,0,,,,
2721735008,10,3800018338,8857,3488,ZIM,159.996,CS,EF,Deployment: Purchase requisition,20260119,20260124,25,9189.18,ZNK  ,A       ,,
2721735009,10,3800000691,8857,3405,ZTL,200,CS,EF,Deployment: Purchase requisition,20251121,20251123,87,12.125,UL   ,D       ,,
2721735010,10,3800000691,8857,3405,ZTL,40,CS,EF,Deployment: Purchase requisition,20251215,20251217,62,9.15,UL   ,D       ,,
2721735011,10,3800000691,8857,3405,ZTL,80,CS,EF,Deployment: Purchase requisition,20251222,20251224,55,3601.25,ZNL  ,D       ,,
2721735012,10,3800000691,8857,3405,ZTL,12.674,CS,EF,Deployment: Purchase requisition,20260119,20260121,27,4.075,UL   ,D       ,,
2721735013,10,3800000691,8857,3427,ZIM,40,CS,EF,Deployment: Purchase requisition,20251221,20251230,0,0,,,,
2721735014,10,3800000691,8857,3427,ZIM,40,CS,EF,Deployment: Purchase requisition,20251214,20251223,0,0,,,,
2721735015,10,3800000691,8857,3427,ZIM,160,CS,EF,Deployment: Purchase requisition,20251120,20251129,0,0,,,,
2721735016,10,3800000691,8857,3488,ZIM,80,CS,EF,Deployment: Purchase requisition,20251215,20251220,61,2429.5,ZNL  ,D       ,,
2721735017,10,3800000691,8857,3488,ZIM,80,CS,EF,Deployment: Purchase requisition,20260105,20260110,40,4,UL   ,D       ,,
2721735018,10,170006295,8793,3691,ZTL,177000,LB,EF,Deployment: Purchase requisition,20251017,20251020,0,0,,,,
2721735019,10,170007161,8759,8832,ZTL,600,CS,EF,Deployment: Purchase requisition,20251107,20251110,0,0,ZNK  ,        ,,
2721735020,10,170007748,8759,8832,ZTL,800,CS,EF,Deployment: Purchase requisition,20251114,20251117,0,0,UL   ,        ,,
2721735021,10,170007745,8759,8832,ZTL,100,CS,EF,Deployment: Purchase requisition,20251201,20251202,0,0,CS   ,        ,,
2721735022,10,3800022806,8857,3405,ZTL,200,CS,EF,Deployment: Purchase requisition,20260119,20260121,32,5027,CS   ,C       ,,
2721735023,10,3800022806,8857,3405,ZTL,1200,CS,EF,Deployment: Purchase requisition,20251222,20251224,37,59169.585,ZNL  ,C       ,,
2721735024,10,3800022806,8857,3427,ZIM,1200,CS,EF,Deployment: Purchase requisition,20251221,20251230,0,0,,,,
2721735025,10,170008203,8759,8832,ZTL,500,CS,EF,Deployment: Purchase requisition,20251201,20251202,0,0,ZNL  ,        ,,
2721735026,10,3800024122,8759,3491,ZTL,300,CS,EF,Deployment: Purchase requisition,20251024,20251027,43,1688,CS   ,C       ,,
2721735027,10,3800024122,8759,3491,ZTL,60,CS,EF,Deployment: Purchase requisition,20251107,20251110,31,3263.04,ZNK  ,C       ,,
2721735028,10,3800024847,8857,3405,ZTL,120,CS,EF,Deployment: Purchase requisition,20260119,20260121,33,237516,ZNL  ,A       ,,
2721735029,10,3800024847,8857,3405,ZTL,7200,CS,EF,Deployment: Purchase requisition,20260105,20260107,35,17670,CS   ,A       ,,
2721735030,10,3800024847,8857,3405,ZTL,5760,CS,EF,Deployment: Purchase requisition,20251124,20251126,25,46619.295,ZNK  ,A       ,,
2721735031,10,3800024847,8857,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20260104,20260113,0,0,,,,
2721735032,10,3800024847,8857,3427,ZTL,5760,CS,EF,Deployment: Purchase requisition,20260104,20260109,0,0,,,,
2721735033,10,3800024847,8857,3427,ZTL,7200,CS,EF,Deployment: Purchase requisition,20251123,20251128,0,0,,,,
2721735034,10,3800024849,8857,3405,ZTL,15,CS,EF,Deployment: Purchase requisition,20260119,20260121,31,75823.915,ZNK  ,A       ,,
2721735035,10,3800024849,8857,3405,ZTL,3840,CS,EF,Deployment: Purchase requisition,20251215,20251217,45,15404,CS   ,A       ,,
2721735036,10,3800024849,8857,3405,ZTL,6240,CS,EF,Deployment: Purchase requisition,20251208,20251210,41,194687.259,ZNL  ,A       ,,
2721735037,10,3800024849,8857,3405,ZTL,1920,CS,EF,Deployment: Purchase requisition,20251121,20251123,55,95067.131,ZNK  ,A       ,,
2721735038,10,3800024849,8857,3405,ZTL,3360,CS,EF,Deployment: Purchase requisition,20251114,20251116,36,10959,CS   ,A       ,,
2721735039,10,3800024849,8857,3427,ZIM,2400,CS,EF,Deployment: Purchase requisition,20251113,20251122,0,0,,,,
2721735040,10,3800024849,8857,3427,ZIM,2400,CS,EF,Deployment: Purchase requisition,20251120,20251129,0,0,,,,
2721735041,10,3800024849,8857,3427,ZIM,5280,CS,EF,Deployment: Purchase requisition,20251207,20251216,0,0,,,,
2721735042,10,3800024849,8857,3427,ZIM,3360,CS,EF,Deployment: Purchase requisition,20251214,20251223,0,0,,,,
2721735043,10,3800024849,8857,3427,ZTL,3360,CS,EF,Deployment: Purchase requisition,20251113,20251118,0,0,,,,
2721735044,10,170009242,8759,8832,ZTL,3400,CS,EF,Deployment: Purchase requisition,20251114,20251117,0,0,ZNK  ,        ,,
2721735045,10,88462310516,8793,3405,ZTL,250,CS,EF,Deployment: Purchase requisition,20251213,20251215,56,13.08,UL   ,D       ,,
2721735046,10,88462310516,8793,3405,ZTL,3250,CS,EF,Deployment: Purchase requisition,20251220,20251222,49,11.176,UL   ,D       ,,
2721735047,10,88462310516,8793,3427,ZIM,500,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721735048,10,88462310516,8793,3427,ZIM,500,CS,EF,Deployment: Purchase requisition,20251220,20251229,0,0,,,,
2721735049,10,3800027095,8759,3491,ZTL,48,CS,EF,Deployment: Purchase requisition,20251020,20251023,81,3.833,UL   ,D       ,,
2721735050,10,3800012468,8759,3491,ZTL,64,CS,EF,Deployment: Purchase requisition,20251024,20251027,15,1662,CS   ,C       ,,
2721735051,10,3800012468,8759,3491,ZTL,96,CS,EF,Deployment: Purchase requisition,20251020,20251023,15,1662,CS   ,C       ,,
2721735052,10,3800012469,8759,3491,ZTL,672,CS,EF,Deployment: Purchase requisition,20251114,20251117,7,12.25,UL   ,D       ,,
2721735053,10,3800052448,8759,3491,ZTL,960,CS,EF,Deployment: Purchase requisition,20251024,20251027,9,337.824,ZNK  ,D       ,,
2721735054,10,3800012474,8759,3491,ZTL,512,CS,EF,Deployment: Purchase requisition,20251107,20251110,14,4882.5,ZNL  ,D       ,,
2721735055,10,3800012474,8759,3491,ZTL,736,CS,EF,Deployment: Purchase requisition,20251031,20251103,0,0,UL   ,D       ,,
2721735056,10,3800018166,8857,3405,ZTL,1600,CS,EF,Deployment: Purchase requisition,20251107,20251109,18,1896.2,ZNK  ,D       ,,
2721735057,10,3800018166,8857,3427,ZIM,1480,CS,EF,Deployment: Purchase requisition,20251106,20251115,0,0,,,,
2721735058,10,3800018166,8857,3427,ZTL,560,CS,EF,Deployment: Purchase requisition,20251106,20251111,0,0,,,,
2721735059,10,3800001596,8759,3491,ZTL,918,CS,EF,Deployment: Purchase requisition,20251114,20251117,27,9053.372,ZNK  ,C       ,,
2721735060,10,3800001596,8759,8832,ZTL,300,CS,EF,Deployment: Purchase requisition,20251121,20251124,9,228,ZNL  ,C       ,,
2721735061,10,3800001596,8759,8832,ZTL,700,CS,EF,Deployment: Purchase requisition,20251114,20251117,0,0,UL   ,C       ,,
2721735062,10,3800001596,8759,8832,ZTL,1300,CS,EF,Deployment: Purchase requisition,20251124,20251125,5,1.407,UL   ,C       ,,
2721735063,10,3800001596,8759,8832,ZTL,100,CS,EF,Deployment: Purchase requisition,20251201,20251202,7,29.942,ZNK  ,C       ,,
2721735064,10,3800001596,8759,8832,ZTL,600,CS,EF,Deployment: Purchase requisition,20251215,20251216,14,47,CS   ,C       ,,
2721735065,10,3800001596,8759,8832,ZTL,100,CS,EF,Deployment: Purchase requisition,20251229,20251230,14,9282,ZNL  ,C       ,,
2721735066,10,3800001596,8759,8832,ZTL,1600,CS,EF,Deployment: Purchase requisition,20260105,20260106,7,20,CS   ,C       ,,
2721735067,10,3800001596,8759,8832,ZTL,577.489,CS,EF,Deployment: Purchase requisition,20260119,20260120,21,152.432,ZNK  ,C       ,,
2721735068,10,85641600071,8793,3405,ZTL,3744,CS,EF,Deployment: Purchase requisition,20251213,20251215,33,6058,CS   ,A       ,,
2721735069,10,85641600071,8793,3405,ZTL,7488,CS,EF,Deployment: Purchase requisition,20251113,20251115,45,9203,CS   ,A       ,,
2721735070,10,85641600071,8793,3427,ZIM,7488,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721735071,10,85641600071,8793,3427,ZIM,3744,CS,EF,Deployment: Purchase requisition,20251113,20251122,0,0,,,,
2721735072,10,85641600071,8793,3427,ZTL,3744,CS,EF,Deployment: Purchase requisition,20251213,20251219,0,0,,,,
2721735073,10,85641600071,8793,3427,ZTL,3744,CS,EF,Deployment: Purchase requisition,20251113,20251119,0,0,,,,
2721735074,10,85641600071,8793,3488,ZTL,6336,CS,EF,Deployment: Purchase requisition,20251214,20251217,35,40329,ZNL  ,A       ,,
2721735075,10,85641600071,8793,3488,ZTL,4032,CS,EF,Deployment: Purchase requisition,20251114,20251117,32,62658,ZNL  ,A       ,,
2721735076,10,85641600071,8793,3491,ZTL,6912,CS,EF,Deployment: Purchase requisition,20251214,20251217,41,78421.5,ZNL  ,A       ,,
2721735077,10,85641600071,8793,3491,ZTL,9504,CS,EF,Deployment: Purchase requisition,20251114,20251117,28,9755,CS   ,A       ,,
2721735078,10,3800000596,8759,3491,ZTL,486,CS,EF,Deployment: Purchase requisition,20251107,20251110,28,7020.027,ZNK  ,C       ,,
2721735079,10,3800000596,8759,8832,ZTL,1485,CS,EF,Deployment: Purchase requisition,20251121,20251124,12,93.555,ZNK  ,C       ,,
2721735080,10,85641600017,8793,3405,ZTL,3744,CS,EF,Deployment: Purchase requisition,20251227,20251229,76,4622.865,ZNK  ,D       ,,
2721735081,10,85641600017,8793,3405,ZTL,18.402,CS,EF,Deployment: Purchase requisition,20260117,20260119,546,5423,CS   ,D       ,,
2721735082,10,85641600017,8793,3427,ZTL,557.598,CS,EF,Deployment: Purchase requisition,20260117,20260123,0,0,,,,
2721735083,10,85641600017,8793,3488,ZTL,288,CS,EF,Deployment: Purchase requisition,20260104,20260107,37,2313,ZNL  ,D       ,,
2721735084,10,85641600017,8793,3491,ZTL,2016,CS,EF,Deployment: Purchase requisition,20260104,20260107,41,9696.791,ZNK  ,D       ,,
2721735085,10,88462348618,8793,3405,ZTL,3744,CS,EF,Deployment: Purchase requisition,20251213,20251215,9,2596.5,ZNL  ,D       ,,
2721735086,10,88462348618,8793,3405,ZTL,7488,CS,EF,Deployment: Purchase requisition,20251220,20251222,44,7892.547,ZNK  ,D       ,,
2721735087,10,88462348618,8793,3427,ZIM,3744,CS,EF,Deployment: Purchase requisition,20251213,20251222,0,0,,,,
2721735088,10,88462348618,8793,3488,ZTL,288,CS,EF,Deployment: Purchase requisition,20251228,20251231,39,6831,ZNL  ,D       ,,
2721735089,10,88462348618,8793,3488,ZTL,576,CS,EF,Deployment: Purchase requisition,20251214,20251217,40,3226.821,ZNK  ,D       ,,
2721735090,10,88462348618,8793,3488,ZTL,288,CS,EF,Deployment: Purchase requisition,20251221,20251224,40,3126.812,ZNK  ,D       ,,
2721735091,10,88462348618,8793,3491,ZTL,3168,CS,EF,Deployment: Purchase requisition,20251214,20251217,42,4379,CS   ,D       ,,
2721735092,10,88462348618,8793,3491,ZTL,1152,CS,EF,Deployment: Purchase requisition,20251221,20251224,41,20538,ZNL  ,D       ,,
2721735093,10,88462348618,8793,3491,ZTL,288,CS,EF,Deployment: Purchase requisition,20260104,20260107,40,5124,CS   ,D       ,,
2721735094,10,88462348618,8793,3491,ZTL,864,CS,EF,Deployment: Purchase requisition,20251228,20251231,42,22666.5,ZNL  ,D       ,,
2721735095,10,3800018340,8857,3405,ZTL,960,CS,EF,Deployment: Purchase requisition,20260119,20260121,34,182.042,UL   ,B       ,,
2721735096,10,3800018340,8857,3405,ZTL,7200,CS,EF,Deployment: Purchase requisition,20251229,20251231,55,6903,CS   ,B       ,,
2721735097,10,3800018340,8857,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251030,20251108,0,0,,,,
2721735098,10,3800018340,8857,3427,ZIM,1440,CS,EF,Deployment: Purchase requisition,20251228,20260106,0,0,,,,
2721735099,10,3800005239,8759,3491,ZTL,2640,CS,EF,Deployment: Purchase requisition,20251024,20251027,19,19786.182,ZNL  ,A       ,,
2721735100,10,3800042798,8759,3491,ZTL,384,CS,EF,Deployment: Purchase requisition,20251031,20251103,1,89.292,ZNK  ,D       ,,
2721735101,10,3800031966,8759,3491,ZTL,544,CS,EF,Deployment: Purchase requisition,20251107,20251110,0,0,UL   ,D       ,,
2721735102,10,3800031966,8759,3491,ZTL,64,CS,EF,Deployment: Purchase requisition,20251020,20251023,5,14.063,UL   ,D       ,,
2721735103,10,3800001096,8759,8832,ZTL,2400,CS,EF,Deployment: Purchase requisition,20251121,20251124,0,0,UL   ,D       ,,
2721735104,10,3800001096,8759,8832,ZTL,100,CS,EF,Deployment: Purchase requisition,20260112,20260113,35,1491,CS   ,D       ,,
2721735105,10,3800001096,8759,8832,ZTL,554.364,CS,EF,Deployment: Purchase requisition,20260119,20260120,28,727,CS   ,D       ,,
2721735106,10,3800012572,8759,3491,ZIM,6720,CS,EF,Deployment: Purchase requisition,20251121,20251125,33,21874.104,ZNK  ,A       ,,
2721735107,10,3800012572,8759,3491,ZTL,5760,CS,EF,Deployment: Purchase requisition,20251107,20251110,36,326.136,UL   ,A       ,,
2721735108,10,3800012572,8759,3491,ZTL,3840,CS,EF,Deployment: Purchase requisition,20251114,20251117,37,54080.775,ZNL  ,A       ,,
2721735109,10,3800052447,8759,3491,ZIM,960,CS,EF,Deployment: Purchase requisition,20251229,20260102,103,5274.25,ZNK  ,D       ,,
2721735110,10,3800052447,8759,3491,ZIM,192,CS,EF,Deployment: Purchase requisition,20251215,20251219,95,11248.125,ZNL  ,D       ,,
2721735111,10,3800052447,8759,3491,ZIM,1344,CS,EF,Deployment: Purchase requisition,20251121,20251125,104,12778.125,ZNL  ,D       ,,
2721735112,10,3800052447,8759,3491,ZIM,768,CS,EF,Deployment: Purchase requisition,20251114,20251118,81,5751,CS   ,D       ,,
2721735113,10,3800052447,8759,3491,ZIM,384,CS,EF,Deployment: Purchase requisition,20251024,20251028,0,0,ZNK  ,D       ,,
2721735114,10,3800052447,8759,3491,ZTL,1152,CS,EF,Deployment: Purchase requisition,20251114,20251117,81,5751,CS   ,D       ,,
2721735115,10,3800052447,8759,3491,ZTL,3648,CS,EF,Deployment: Purchase requisition,20251024,20251027,0,0,ZNK  ,D       ,,
2721735116,10,3800002996,8759,3491,ZIM,594,CS,EF,Deployment: Purchase requisition,20260105,20260109,40,852.355,ZNK  ,D       ,,
2721735117,10,3800002996,8759,8832,ZTL,708.125,CS,EF,Deployment: Purchase requisition,20260119,20260120,23,7.111,UL   ,D       ,,
2721735118,10,3800002996,8759,8832,ZTL,1000,CS,EF,Deployment: Purchase requisition,20260105,20260106,37,3613.68,ZNL  ,D       ,,
2721735119,10,3800002996,8759,8832,ZTL,1300,CS,EF,Deployment: Purchase requisition,20251121,20251124,9,1.778,UL   ,D       ,,
2721735120,10,3800019106,8759,3491,ZIM,700,CS,EF,Deployment: Purchase requisition,20251201,20251205,42,1218.721,ZNK  ,B       ,,
2721735121,10,3800019106,8759,3491,ZIM,300,CS,EF,Deployment: Purchase requisition,20251208,20251212,42,13.1,UL   ,B       ,,
2721735122,10,3800019106,8759,3491,ZIM,300,CS,EF,Deployment: Purchase requisition,20251215,20251219,41,3419.577,ZNL  ,B       ,,
2721735123,10,3800019106,8759,3491,ZIM,300,CS,EF,Deployment: Purchase requisition,20251222,20251226,41,3783.213,ZNL  ,B       ,,
2721735124,10,3800019106,8759,3491,ZIM,400,CS,EF,Deployment: Purchase requisition,20251229,20260102,42,4379.949,ZNL  ,B       ,,
2721735125,10,3800019106,8759,3491,ZIM,100,CS,EF,Deployment: Purchase requisition,20260105,20260109,42,4666.662,ZNL  ,B       ,,
2721735126,10,88462310164,8793,3405,ZTL,14976,CS,EF,Deployment: Purchase requisition,20260103,20260105,51,113.451,UL   ,A       ,,
2721735127,10,88462310164,8793,3405,ZTL,7488,CS,EF,Deployment: Purchase requisition,20251206,20251208,30,20835.456,ZNK  ,A       ,,
2721735128,10,88462310164,8793,3405,ZTL,7488,CS,EF,Deployment: Purchase requisition,20251129,20251201,39,91.236,UL   ,A       ,,
2721735129,10,88462310164,8793,3427,ZIM,7488,CS,EF,Deployment: Purchase requisition,20260103,20260112,0,0,,,,
2721735130,10,88462310164,8793,3427,ZIM,7488,CS,EF,Deployment: Purchase requisition,20251129,20251208,0,0,,,,
2721735131,10,88462310164,8793,3427,ZTL,7488,CS,EF,Deployment: Purchase requisition,20260103,20260109,0,0,,,,
2721735132,10,88462310164,8793,3427,ZTL,7488,CS,EF,Deployment: Purchase requisition,20251129,20251205,0,0,,,,
2721735133,10,88462310164,8793,3488,ZTL,1728,CS,EF,Deployment: Purchase requisition,20260104,20260107,41,21383.659,ZNK  ,A       ,,
2721735134,10,88462310164,8793,3488,ZTL,2592,CS,EF,Deployment: Purchase requisition,20251221,20251224,42,79.944,UL   ,A       ,,
2721735135,10,88462310164,8793,3488,ZTL,2592,CS,EF,Deployment: Purchase requisition,20251214,20251217,42,19931.763,ZNK  ,A       ,,
2721735136,10,88462310164,8793,3488,ZTL,1728,CS,EF,Deployment: Purchase requisition,20251207,20251210,42,80.306,UL   ,A       ,,
2721735137,10,88462310164,8793,3488,ZTL,9216,CS,EF,Deployment: Purchase requisition,20251130,20251203,42,30845.306,ZNK  ,A       ,,
2721735138,10,88462310164,8793,3491,ZTL,13824,CS,EF,Deployment: Purchase requisition,20251130,20251203,42,103.84,UL   ,A       ,,
2721735139,10,88462310164,8793,3491,ZTL,26784,CS,EF,Deployment: Purchase requisition,20260104,20260107,42,16699,CS   ,A       ,,
2721735140,10,88462310164,8793,3491,ZTL,2304,CS,EF,Deployment: Purchase requisition,20251221,20251224,42,31784.548,ZNK  ,A       ,,
2721735141,10,88462310164,8793,3491,ZTL,3168,CS,EF,Deployment: Purchase requisition,20251207,20251210,42,64114.875,ZNL  ,A       ,,
